gross,genres,month,year,imdb_score
18860403,Horror,8,2011,4
18860403,Thriller,8,2011,4
13038660,Drama,12,1999,7.3
28831145,Drama,4,2014,6.8
28831145,Sport,4,2014,6.8
11538204,Crime,9,2010,7
11538204,Drama,9,2010,7
11538204,History,9,2010,7
11008432,Biography,6,2005,7.1
11008432,Drama,6,2005,7.1
11008432,Sport,6,2005,7.1
12188642,Biography,8,2015,6.9
12188642,Drama,8,2015,6.9
12188642,History,8,2015,6.9
11100000,Action,7,1986,7.3
11100000,Adventure,7,1986,7.3
11100000,Comedy,7,1986,7.3
11100000,Fantasy,7,1986,7.3
13651662,Drama,9,2011,8.2
13651662,Sport,9,2011,8.2
11030963,Biography,8,1996,7.1
11030963,Drama,8,1996,7.1
11030963,Thriller,8,1996,7.1
11030963,War,8,1996,7.1
10769960,Drama,10,1993,7.7
10769960,History,10,1993,7.7
10769960,War,10,1993,7.7
10911750,Drama,3,2008,6.5
10911750,War,3,2008,6.5
10719367,Drama,3,2002,4.9
10719367,Music,3,2002,4.9
10719367,Mystery,3,2002,4.9
10719367,Romance,3,2002,4.9
10719367,Thriller,3,2002,4.9
10114315,Drama,8,1999,6.4
10114315,Mystery,8,1999,6.4
10114315,Thriller,8,1999,6.4
49122319,Horror,8,2012,5.9
49122319,Horror,8,2012,5.9
49122319,Thriller,8,2012,5.9
49122319,Thriller,8,2012,5.9
10070000,Comedy,4,1996,6.2
10070000,Drama,4,1996,6.2
10070000,Romance,4,1996,6.2
10324441,Action,9,2011,5.8
10324441,Drama,9,2011,5.8
10324441,Thriller,9,2011,5.8
7156933,Comedy,10,2006,6.7
7156933,Drama,10,2006,6.7
9286314,Action,5,1991,5.9
9286314,Crime,5,1991,5.9
9286314,Drama,5,1991,5.9
9286314,Thriller,5,1991,5.9
56692,Adventure,9,2009,7.3
56692,Drama,9,2009,7.3
5654777,Action,9,2005,4.1
5654777,Comedy,9,2005,4.1
5654777,Crime,9,2005,4.1
5654777,Drama,9,2005,4.1
5654777,Thriller,9,2005,4.1
5516708,Comedy,3,2001,4.9
5516708,Romance,3,2001,4.9
5128124,Biography,9,2005,7.9
5128124,Drama,9,2005,7.9
5128124,Sport,9,2005,7.9
34014398,Action,8,2006,5.6
34014398,Action,8,2006,5.6
34014398,Adventure,8,2006,5.6
34014398,Adventure,8,2006,5.6
34014398,Crime,8,2006,5.6
34014398,Crime,8,2006,5.6
34014398,Drama,8,2006,5.6
34014398,Drama,8,2006,5.6
34014398,Thriller,8,2006,5.6
34014398,Thriller,8,2006,5.6
4064333,Action,3,1995,5.2
4064333,Comedy,3,1995,5.2
4064333,Sci-Fi,3,1995,5.2
4006906,Comedy,4,2005,4.1
4006906,Crime,4,2005,4.1
3073392,Drama,5,2008,6.6
3073392,Mystery,5,2008,6.6
3073392,Sci-Fi,5,2008,6.6
3073392,Thriller,5,2008,6.6
1550000,Action,10,2005,2.9
1550000,Adventure,10,2005,2.9
1550000,Fantasy,10,2005,2.9
1550000,Horror,10,2005,2.9
871527,Crime,5,2005,6.5
871527,Drama,5,2005,6.5
871527,Mystery,5,2005,6.5
871527,Thriller,5,2005,6.5
12495865,Fantasy,10,2012,6.8
777423,Biography,9,1998,7.2
777423,Drama,9,1998,7.2
777423,Sport,9,1998,7.2
1186957,Drama,9,2008,6.8
85433,Crime,1,2013,7.8
85433,Drama,1,2013,7.8
85433,Mystery,1,2013,7.8
85433,Romance,1,2013,7.8
1697956,Crime,9,2009,6.7
1697956,Drama,9,2009,6.7
183662,Comedy,9,2010,7.1
183662,Drama,9,2010,7.1
134904,Comedy,6,2010,5.7
134904,Drama,6,2010,5.7
134904,Romance,6,2010,5.7
134904,Sport,6,2010,5.7
16969390,Crime,10,2013,5.3
16969390,Drama,10,2013,5.3
16969390,Thriller,10,2013,5.3
129115,Action,10,2014,6.5
129115,Drama,10,2014,6.5
34700000,Drama,12,1988,7.7
34700000,Drama,12,1988,7.7
34700000,Romance,12,1988,7.7
34700000,Romance,12,1988,7.7
717753,Adventure,5,2012,6.1
717753,Drama,5,2012,6.1
109713132,Adventure,11,1986,7.3
109713132,Comedy,11,1986,7.3
109713132,Sci-Fi,11,1986,7.3
70269171,Drama,12,2006,7.2
70269171,Sport,12,2006,7.2
28772222,Action,12,2015,5.3
28772222,Action,12,2015,5.3
28772222,Crime,12,2015,5.3
28772222,Crime,12,2015,5.3
28772222,Sport,12,2015,5.3
28772222,Sport,12,2015,5.3
28772222,Thriller,12,2015,5.3
28772222,Thriller,12,2015,5.3
101334374,Horror,12,1997,6.1
101334374,Mystery,12,1997,6.1
1512815,Action,12,2015,5.8
1512815,Drama,12,2015,5.8
1512815,Western,12,2015,5.8
65182182,Comedy,6,2014,5.7
65182182,Romance,6,2014,5.7
57262492,Comedy,2,2000,6.7
57262492,Crime,2,2000,6.7
80000000,Drama,2,1984,6.5
80000000,Drama,2,1984,6.5
80000000,Music,2,1984,6.5
80000000,Music,2,1984,6.5
80000000,Romance,2,1984,6.5
80000000,Romance,2,1984,6.5
74608545,Comedy,2,2003,7.2
41895491,Comedy,9,1991,7.6
41895491,Drama,9,1991,7.6
41895491,Fantasy,9,1991,7.6
39989008,Horror,11,1998,4.6
39989008,Mystery,11,1998,4.6
32662299,Comedy,4,2000,6.9
32662299,Drama,4,2000,6.9
32662299,Romance,4,2000,6.9
31452765,Comedy,9,2008,6.6
31452765,Romance,9,2008,6.6
25167270,Comedy,5,2000,6.3
25167270,Crime,5,2000,6.3
25167270,Drama,5,2000,6.3
32416109,Comedy,9,2009,6.2
32416109,War,9,2009,6.2
20218,Action,1,2001,5.3
20218,Comedy,1,2001,5.3
20218,Crime,1,2001,5.3
20218,Thriller,1,2001,5.3
28871190,Biography,12,1999,7.3
28871190,Drama,12,1999,7.3
16964743,Comedy,1,2004,5.6
16964743,Romance,1,2004,5.6
16290976,Adventure,7,1999,6.2
16290976,Comedy,7,1999,6.2
16290976,Family,7,1999,6.2
16290976,Fantasy,7,1999,6.2
16290976,Music,7,1999,6.2
16290976,Sci-Fi,7,1999,6.2
13000000,Adventure,10,1978,5.2
13000000,Family,10,1978,5.2
13000000,Fantasy,10,1978,5.2
13000000,Music,10,1978,5.2
13000000,Musical,10,1978,5.2
12372410,Comedy,4,2000,5.3
12372410,Sport,4,2000,5.3
8427204,Comedy,12,1999,5.4
8427204,Drama,12,1999,5.4
8427204,Sport,12,1999,5.4
9639242,Comedy,9,2011,4.9
9639242,Romance,9,2011,4.9
25003072,Comedy,8,2010,5.5
25003072,Horror,8,2010,5.5
6144806,Biography,9,2004,6.7
6144806,Drama,9,2004,6.7
6144806,Music,9,2004,6.7
6144806,Musical,9,2004,6.7
4308981,Comedy,3,1998,3.9
4308981,Family,3,1998,3.9
669276,Action,5,1992,7.2
669276,Adventure,5,1992,7.2
669276,Animation,5,1992,7.2
669276,Comedy,5,1992,7.2
669276,Fantasy,5,1992,7.2
42880,Drama,12,2004,5.1
42880,Romance,12,2004,5.1
23225911,Action,11,2010,6.5
23225911,Crime,11,2010,6.5
23225911,Drama,11,2010,6.5
23225911,Thriller,11,2010,6.5
4710455,Adventure,9,2004,8.2
4710455,Animation,9,2004,8.2
4710455,Family,9,2004,8.2
4710455,Fantasy,9,2004,8.2
75590286,Adventure,9,2009,7.7
75590286,Comedy,9,2009,7.7
75590286,Horror,9,2009,7.7
75590286,Sci-Fi,9,2009,7.7
218051260,Action,12,2005,7.2
218051260,Action,12,2005,7.2
218051260,Action,12,2005,7.2
218051260,Adventure,12,2005,7.2
218051260,Adventure,12,2005,7.2
218051260,Adventure,12,2005,7.2
218051260,Drama,12,2005,7.2
218051260,Drama,12,2005,7.2
218051260,Drama,12,2005,7.2
218051260,Romance,12,2005,7.2
218051260,Romance,12,2005,7.2
218051260,Romance,12,2005,7.2
161487252,Comedy,11,1998,6.1
161487252,Sport,11,1998,6.1
290158751,Action,5,1980,8.8
290158751,Adventure,5,1980,8.8
290158751,Fantasy,5,1980,8.8
290158751,Sci-Fi,5,1980,8.8
65807024,Action,4,1995,6.8
65807024,Comedy,4,1995,6.8
65807024,Crime,4,1995,6.8
65807024,Drama,4,1995,6.8
65807024,Thriller,4,1995,6.8
86930411,Comedy,NA,1991,6.8
86930411,Crime,NA,1991,6.8
53302314,Horror,3,2000,6.7
53302314,Thriller,3,2000,6.7
40962534,Drama,8,2011,7.1
39235088,Horror,2,2000,7.1
39235088,Sci-Fi,2,2000,7.1
27338033,Comedy,3,2001,6.1
27338033,Romance,3,2001,6.1
25556065,Drama,10,2013,8
25556065,Romance,10,2013,8
25556065,Sci-Fi,10,2013,8
15785632,Biography,12,2015,7.5
15785632,Biography,12,2015,7.5
15785632,Comedy,12,2015,7.5
15785632,Comedy,12,2015,7.5
15785632,Drama,12,2015,7.5
15785632,Drama,12,2015,7.5
15785632,Sport,12,2015,7.5
15785632,Sport,12,2015,7.5
21973182,Mystery,9,2001,6.6
21973182,Thriller,9,2001,6.6
4756,Adventure,12,2013,5.4
4756,Family,12,2013,5.4
4756,Fantasy,12,2013,5.4
18653615,Comedy,9,1999,6.1
18653615,Drama,9,1999,6.1
12189514,Comedy,1,2004,6.1
12189514,Comedy,1,2004,6.1
12189514,Romance,1,2004,6.1
12189514,Romance,1,2004,6.1
13019253,Comedy,8,2000,5.6
13019253,Crime,8,2000,5.6
18934858,Action,11,2011,5.8
18934858,Thriller,11,2011,5.8
20763013,Adventure,7,1987,2.8
20763013,Horror,7,1987,2.8
20763013,Thriller,7,1987,2.8
12782508,Drama,12,1996,6.7
11508423,Biography,8,2008,5.1
11508423,Comedy,8,2008,5.1
11508423,Drama,8,2008,5.1
11508423,Family,8,2008,5.1
11508423,Sport,8,2008,5.1
10660147,Drama,12,1999,7.2
10660147,Romance,12,1999,7.2
7434726,Action,8,1991,6
7434726,Crime,8,1991,6
7434726,Drama,8,1991,6
7434726,Thriller,8,1991,6
7434726,Western,8,1991,6
6777589,Crime,9,2007,7.2
6777589,Drama,9,2007,7.2
6777589,Mystery,9,2007,7.2
6777589,Thriller,9,2007,7.2
6109075,Biography,4,2009,6.7
6109075,Drama,4,2009,6.7
2708188,Comedy,2,2009,6.2
2708188,Drama,2,2009,6.2
2708188,Romance,2,2009,6.2
16123851,Drama,9,2004,6.2
71975611,Fantasy,6,2007,6.8
71975611,Horror,6,2007,6.8
38119483,Adventure,6,1987,7.1
38119483,Comedy,6,1987,7.1
38119483,Sci-Fi,6,1987,7.1
4190530,Drama,12,2014,7.1
4190530,War,12,2014,7.1
217631306,Drama,7,1990,7
217631306,Fantasy,7,1990,7
217631306,Romance,7,1990,7
217631306,Thriller,7,1990,7
176483808,Comedy,7,1998,7.1
176483808,Romance,7,1998,7.1
144833357,Comedy,11,1994,6.4
144833357,Drama,11,1994,6.4
144833357,Family,11,1994,6.4
144833357,Fantasy,11,1994,6.4
75597042,Drama,3,2002,7
75597042,Family,3,2002,7
75597042,Sport,3,2002,7
90636983,Comedy,9,2007,6.2
90636983,Family,9,2007,6.2
90636983,Sport,9,2007,6.2
70960517,Drama,6,1995,7.5
70960517,Romance,6,1995,7.5
55762229,Comedy,3,2001,4.8
55762229,Sci-Fi,3,2001,4.8
54235441,Comedy,8,2014,7.3
54235441,Drama,8,2014,7.3
50728000,Action,7,1995,5.8
50728000,Crime,7,1995,5.8
50728000,Drama,7,1995,5.8
50728000,Mystery,7,1995,5.8
50728000,Thriller,7,1995,5.8
40270895,Drama,12,2001,7.6
59696176,Biography,2,2014,5.6
59696176,Drama,2,2014,5.6
59696176,History,2,2014,5.6
51483949,Action,9,2003,7
51483949,Fantasy,9,2003,7
51483949,Thriller,9,2003,7
36020063,Drama,11,2005,6.6
36020063,Thriller,11,2005,6.6
33313582,Comedy,9,2009,6.5
33313582,Crime,9,2009,6.5
33313582,Drama,9,2009,6.5
33313582,Thriller,9,2009,6.5
25842000,Biography,12,1993,7.4
25842000,Drama,12,1993,7.4
25842000,Romance,12,1993,7.4
22264487,Comedy,8,2005,4.6
30659817,Comedy,11,2013,6.4
30659817,Drama,11,2013,6.4
5773519,Drama,11,2015,6
5773519,Drama,11,2015,6
5773519,Drama,11,2015,6
5773519,Horror,11,2015,6
5773519,Horror,11,2015,6
5773519,Horror,11,2015,6
5773519,Sci-Fi,11,2015,6
5773519,Sci-Fi,11,2015,6
5773519,Sci-Fi,11,2015,6
5773519,Thriller,11,2015,6
5773519,Thriller,11,2015,6
5773519,Thriller,11,2015,6
3108216,Thriller,5,2016,6.4
19351569,Comedy,2,2001,5.9
19351569,Crime,2,2001,5.9
19351569,Romance,2,2001,5.9
49002815,Comedy,8,2012,6.4
49002815,Family,8,2012,6.4
19283782,Crime,5,1999,6.6
19283782,Drama,5,1999,6.6
19283782,Romance,5,1999,6.6
19283782,Thriller,5,1999,6.6
30059386,Comedy,8,2001,6.9
35799026,Action,7,2005,6.9
35799026,Action,7,2005,6.9
35799026,Adventure,7,2005,6.9
35799026,Adventure,7,2005,6.9
35799026,Romance,7,2005,6.9
35799026,Romance,7,2005,6.9
35799026,Sci-Fi,7,2005,6.9
35799026,Sci-Fi,7,2005,6.9
35799026,Thriller,7,2005,6.9
35799026,Thriller,7,2005,6.9
17951431,Crime,9,2001,5.8
17951431,Drama,9,2001,5.8
17951431,Mystery,9,2001,5.8
17951431,Thriller,9,2001,5.8
29997095,Comedy,2,2016,6.4
29997095,Mystery,2,2016,6.4
14252830,Comedy,4,2001,5.3
14252830,Music,4,2001,5.3
19783777,Action,11,2013,6.5
19783777,Crime,11,2013,6.5
19783777,Drama,11,2013,6.5
19783777,Thriller,11,2013,6.5
13555988,Adventure,8,2000,5.7
13555988,Comedy,8,2000,5.7
13555988,Family,8,2000,5.7
13555988,Fantasy,8,2000,5.7
12784713,Comedy,9,2004,6.7
10696210,Action,5,1993,3.9
10696210,Crime,5,1993,3.9
10696210,Sci-Fi,5,1993,3.9
10696210,Thriller,5,1993,3.9
5974653,Action,9,2001,4.1
5974653,Adventure,9,2001,4.1
5974653,Fantasy,9,2001,4.1
5974653,Sci-Fi,9,2001,4.1
5974653,Thriller,9,2001,4.1
5000000,Comedy,6,1970,6.2
5000000,Drama,6,1970,6.2
5000000,Musical,6,1970,6.2
5000000,Romance,6,1970,6.2
5000000,War,6,1970,6.2
9694105,Comedy,8,1999,3.8
9694105,Family,8,1999,3.8
9694105,Romance,8,1999,3.8
16027866,Action,8,2015,5.1
16027866,Crime,8,2015,5.1
16027866,Thriller,8,2015,5.1
4829497,Drama,9,2004,6.4
4829497,Romance,9,2004,6.4
4398392,Drama,9,2006,7.8
4398392,Thriller,9,2006,7.8
4398392,War,9,2006,7.8
1050445,Drama,5,2005,7.8
1050445,History,5,2005,7.8
1050445,Music,5,2005,7.8
1050445,Romance,5,2005,7.8
1050445,War,5,2005,7.8
13746550,Action,8,2012,6.1
13746550,Comedy,8,2012,6.1
13746550,Romance,8,2012,6.1
20668843,Comedy,1,2008,5.8
20668843,Crime,1,2008,5.8
20668843,Thriller,1,2008,5.8
2963012,Drama,9,2014,6.3
2963012,Mystery,9,2014,6.3
2963012,Thriller,9,2014,6.3
1796024,Drama,9,2010,5.4
1796024,Thriller,9,2010,5.4
634277,Comedy,1,2007,7.3
634277,History,1,2007,7.3
11326836,Crime,11,2013,6.8
11326836,Drama,11,2013,6.8
11326836,Thriller,11,2013,6.8
49024969,Crime,8,2007,7.3
49024969,Drama,8,2007,7.3
49024969,Mystery,8,2007,7.3
49024969,Thriller,8,2007,7.3
22294341,Adventure,12,1996,6.5
22294341,Comedy,12,1996,6.5
24362501,Crime,3,1999,7.2
24362501,Drama,3,1999,7.2
24362501,Thriller,3,1999,7.2
16684352,Comedy,4,2012,6.3
16684352,Romance,4,2012,6.3
46700000,Action,6,1982,5.9
46700000,Adventure,6,1982,5.9
46700000,Thriller,6,1982,5.9
52008288,Animation,6,1999,7.8
52008288,Comedy,6,1999,7.8
52008288,Fantasy,6,1999,7.8
52008288,Musical,6,1999,7.8
8579684,Comedy,2,2007,7.4
8579684,Comedy,2,2007,7.4
42660000,Action,3,1993,4.8
42660000,Adventure,3,1993,4.8
42660000,Comedy,3,1993,4.8
42660000,Family,3,1993,4.8
42660000,Fantasy,3,1993,4.8
42660000,Sci-Fi,3,1993,4.8
40219708,Drama,9,2001,6.3
40219708,Sport,9,2001,6.3
132088910,Comedy,9,2012,7.8
132088910,Drama,9,2012,7.8
132088910,Romance,9,2012,7.8
36581633,Biography,1,2007,7.5
36581633,Crime,1,2007,7.5
36581633,Drama,1,2007,7.5
37721949,Drama,11,2010,6
25296447,Action,10,2002,6.8
25296447,Crime,10,2002,6.8
25296447,Thriller,10,2002,6.8
24848292,Action,3,2008,6.6
24848292,Drama,3,2008,6.6
24848292,Sport,3,2008,6.6
17757087,Horror,3,1999,4.6
17757087,Sci-Fi,3,1999,4.6
17757087,Thriller,3,1999,4.6
9430988,Comedy,6,2009,7.1
9430988,Drama,6,2009,7.1
9430988,Romance,6,2009,7.1
16284360,Comedy,5,2008,6.1
16284360,Drama,5,2008,6.1
6830957,Drama,9,2002,6.7
6830957,Romance,9,2002,6.7
24104113,Drama,9,2011,7.1
24104113,Mystery,9,2011,7.1
24104113,Thriller,9,2011,7.1
15593,Comedy,7,1999,5.8
15593,Drama,7,1999,5.8
15593,Romance,7,1999,5.8
958319,Drama,3,2011,6.7
69700000,Comedy,7,1982,5.8
69700000,Musical,7,1982,5.8
2840417,Horror,2,1999,6.8
2840417,Sci-Fi,2,1999,6.8
2840417,Thriller,2,1999,6.8
242374454,Action,6,1981,8.5
242374454,Adventure,6,1981,8.5
173585516,Adventure,11,1992,6.6
173585516,Comedy,11,1992,6.6
173585516,Family,11,1992,6.6
128300000,Drama,11,1977,7.7
128300000,Sci-Fi,11,1977,7.7
20259297,Drama,8,2006,4.7
20259297,Horror,8,2006,4.7
20259297,Sci-Fi,8,2006,4.7
20259297,Thriller,8,2006,4.7
153665036,Action,5,1987,6.4
153665036,Comedy,5,1987,6.4
153665036,Crime,5,1987,6.4
153665036,Thriller,5,1987,6.4
132541238,Comedy,3,2003,5.5
130727000,Crime,1,1991,8.6
130727000,Drama,1,1991,8.6
130727000,Horror,1,1991,8.6
130727000,Thriller,1,1991,8.6
121697350,Comedy,2,1992,7
121697350,Music,2,1992,7
117224271,Action,10,2010,7.1
117224271,Comedy,10,2010,7.1
117224271,Documentary,10,2010,7.1
102922376,Adventure,6,1978,5.7
102922376,Horror,6,1978,5.7
102922376,Thriller,6,1978,5.7
94497271,Adventure,9,2008,3.7
94497271,Comedy,9,2008,3.7
94497271,Drama,9,2008,3.7
94497271,Family,9,2008,3.7
94497271,Romance,9,2008,3.7
137387272,Horror,6,2013,7.5
137387272,Mystery,6,2013,7.5
137387272,Thriller,6,2013,7.5
82301521,Adventure,1,2005,4.6
82301521,Comedy,1,2005,4.6
82301521,Family,1,2005,4.6
82301521,Romance,1,2005,4.6
84518155,Comedy,6,2014,4.9
80050171,Drama,4,2007,6.9
80050171,Drama,4,2007,6.9
80050171,Mystery,4,2007,6.9
80050171,Mystery,4,2007,6.9
80050171,Thriller,4,2007,6.9
80050171,Thriller,4,2007,6.9
81257845,Comedy,9,2003,7.1
81257845,Music,9,2003,7.1
70360285,Action,7,1995,5.8
70360285,Adventure,7,1995,5.8
70360285,Fantasy,7,1995,5.8
70360285,Sci-Fi,7,1995,5.8
70360285,Thriller,7,1995,5.8
12831121,Drama,7,2004,7
12831121,Drama,7,2004,7
12831121,Mystery,7,2004,7
12831121,Mystery,7,2004,7
12831121,Romance,7,2004,7
12831121,Romance,7,2004,7
12831121,Thriller,7,2004,7
12831121,Thriller,7,2004,7
69148997,Comedy,6,2004,5.4
69148997,Crime,6,2004,5.4
82624961,Comedy,9,2011,7.3
82624961,Drama,9,2011,7.3
67325559,Adventure,4,2003,7.1
67325559,Comedy,4,2003,7.1
67325559,Drama,4,2003,7.1
67325559,Family,4,2003,7.1
67325559,Mystery,4,2003,7.1
62933793,Drama,3,2010,5.8
62933793,Family,3,2010,5.8
62933793,Music,3,2010,5.8
62933793,Romance,3,2010,5.8
56667870,Biography,8,2013,8.1
56667870,Drama,8,2013,8.1
56667870,History,8,2013,8.1
56398162,Comedy,8,2002,5.7
56398162,Drama,8,2002,5.7
56398162,Music,8,2002,5.7
56398162,Romance,8,2002,5.7
60072596,Comedy,3,2010,4.4
60072596,Drama,3,2010,4.4
60072596,Romance,3,2010,4.4
56362352,Fantasy,12,1990,7.9
56362352,Romance,12,1990,7.9
56154094,Drama,5,2016,7.6
56154094,Romance,5,2016,7.6
65623128,Comedy,6,2012,4.8
65623128,Crime,6,2012,4.8
65623128,Drama,6,2012,4.8
55461307,Comedy,7,2016,6.7
55461307,Comedy,7,2016,6.7
48546578,Comedy,2,2006,2.7
48546578,Romance,2,2006,2.7
48423368,Adventure,1,2002,5.8
48423368,Animation,1,2002,5.8
48423368,Family,1,2002,5.8
48423368,Fantasy,1,2002,5.8
52066000,Biography,11,2014,7.5
52066000,Drama,11,2014,7.5
52066000,History,11,2014,7.5
47887943,Adventure,2,2003,5.4
47887943,Animation,2,2003,5.4
47887943,Family,2,2003,5.4
47887943,Musical,2,2003,5.4
46363118,Drama,2,2005,4.1
46363118,Horror,2,2005,4.1
46363118,Mystery,2,2005,4.1
46363118,Thriller,2,2005,4.1
47852604,Drama,3,2007,5.9
47852604,Mystery,3,2007,5.9
47852604,Thriller,3,2007,5.9
45542421,Animation,2,2000,6.3
45542421,Comedy,2,2000,6.3
45542421,Drama,2,2000,6.3
45542421,Family,2,2000,6.3
45542421,Musical,2,2000,6.3
41573740,Horror,7,2009,7
41573740,Mystery,7,2009,7
41573740,Thriller,7,2009,7
42652003,Adventure,6,2015,6.8
42652003,Family,6,2015,6.8
39737645,Adventure,1,2007,2.3
39737645,Comedy,1,2007,2.3
37567440,Adventure,4,1982,6.9
37567440,Adventure,4,1982,6.9
37567440,Fantasy,4,1982,6.9
37567440,Fantasy,4,1982,6.9
44988180,Biography,9,2015,8.1
44988180,Crime,9,2015,8.1
44988180,Drama,9,2015,8.1
44988180,History,9,2015,8.1
39263506,Crime,9,2008,6.1
39263506,Drama,9,2008,6.1
39263506,Thriller,9,2008,6.1
39143839,Horror,10,2006,5
39143839,Thriller,10,2006,5
37672350,Comedy,8,1998,5.5
37672350,Drama,8,1998,5.5
37672350,Romance,8,1998,5.5
38037513,Adventure,7,1991,6.2
38037513,Comedy,7,1991,6.2
38037513,Fantasy,7,1991,6.2
38037513,Music,7,1991,6.2
38037513,Sci-Fi,7,1991,6.2
37442180,Comedy,10,2006,6.2
37442180,Drama,10,2006,6.2
37442180,Romance,10,2006,6.2
37442180,Thriller,10,2006,6.2
35596227,Crime,9,2010,6.3
35596227,Drama,9,2010,6.3
35596227,Thriller,9,2010,6.3
35422828,Biography,3,1997,6.7
35422828,Drama,3,1997,6.7
35422828,Music,3,1997,6.7
36658108,Comedy,8,2010,3.5
34300771,Drama,5,2006,7.5
34290142,Comedy,9,2014,6.6
34290142,Drama,9,2014,6.6
33422556,Drama,10,2008,7.5
33422556,Mystery,10,2008,7.5
32774834,Action,10,2004,7.2
32774834,Comedy,10,2004,7.2
34334256,Horror,1,2013,4.8
34334256,Thriller,1,2013,4.8
32051917,Crime,10,1995,6.6
32051917,Drama,10,1995,6.6
32051917,Mystery,10,1995,6.6
32051917,Thriller,10,1995,6.6
32014289,Comedy,4,2013,3.5
31838002,Biography,10,2008,7.6
31838002,Drama,10,2008,7.6
31838002,History,10,2008,7.6
36874745,Action,2,2016,6.3
36874745,Adventure,2,2016,6.3
36874745,Drama,2,2016,6.3
36874745,Mystery,2,2016,6.3
30079316,Horror,10,2002,5.5
35033759,Adventure,11,2011,6.3
35033759,Comedy,11,2011,6.3
29753944,Crime,3,1998,6.5
29753944,Drama,3,1998,6.5
29753944,Mystery,3,1998,6.5
29753944,Thriller,3,1998,6.5
29062561,Crime,10,2009,5.6
29062561,Thriller,10,2009,5.6
31146570,Drama,9,2010,6.9
31146570,Thriller,9,2010,6.9
27277055,Comedy,3,2000,7.6
27277055,Drama,3,2000,7.6
27277055,Music,3,2000,7.6
27277055,Romance,3,2000,7.6
26876529,Horror,1,2008,3.9
26876529,Mystery,1,2008,3.9
53146000,Crime,1,1996,6.1
53146000,Drama,1,1996,6.1
53146000,Thriller,1,1996,6.1
30028592,Crime,2,2008,7.3
30028592,Drama,2,2008,7.3
30028592,Romance,2,2008,7.3
30028592,Thriller,2,2008,7.3
34126138,Drama,3,2004,8.3
34126138,Fantasy,3,2004,8.3
34126138,Romance,3,2004,8.3
34126138,Sci-Fi,3,2004,8.3
25677801,Comedy,9,2010,5.8
25677801,Family,9,2010,5.8
25677801,Romance,9,2010,5.8
26415649,Action,4,2008,6.8
26415649,Crime,4,2008,6.8
26415649,Drama,4,2008,6.8
26415649,Thriller,4,2008,6.8
26003149,Action,7,2013,7
26003149,Comedy,7,2013,7
26003149,Sci-Fi,7,2013,7
25584685,Comedy,6,2007,5.9
25584685,Crime,6,2007,5.9
25584685,Family,6,2007,5.9
25584685,Mystery,6,2007,5.9
25584685,Romance,6,2007,5.9
25584685,Thriller,6,2007,5.9
29975979,Action,9,2009,6.5
29975979,Horror,9,2009,6.5
29975979,Sci-Fi,9,2009,6.5
29975979,Thriller,9,2009,6.5
31584722,Comedy,3,2010,6.4
31584722,Romance,3,2010,6.4
23179303,Adventure,6,2011,5.8
23179303,Comedy,6,2011,5.8
23179303,Family,6,2011,5.8
23179303,Romance,6,2011,5.8
23078294,Horror,3,2006,5.1
23078294,Thriller,3,2006,5.1
21413105,Action,10,1990,6.8
21413105,Adventure,10,1990,6.8
21413105,Drama,10,1990,6.8
21413105,Romance,10,1990,6.8
21413105,Western,10,1990,6.8
25077977,Adventure,9,2010,5.3
25077977,Animation,9,2010,5.3
25077977,Comedy,9,2010,5.3
25077977,Family,9,2010,5.3
25077977,Romance,9,2010,5.3
23292105,Action,9,2006,5.3
23292105,Fantasy,9,2006,5.3
23292105,Horror,9,2006,5.3
23292105,Thriller,9,2006,5.3
26870825,Comedy,4,2006,6.4
26870825,Drama,4,2006,6.4
26870825,Sport,4,2006,6.4
20916309,Comedy,8,2009,4.9
20916309,Family,8,2009,4.9
20916309,Fantasy,8,2009,4.9
21200000,Comedy,5,1995,6.8
21200000,Crime,5,1995,6.8
21200000,Drama,5,1995,6.8
28876924,Adventure,7,2016,7.1
28876924,Crime,7,2016,7.1
28876924,Mystery,7,2016,7.1
28876924,Sci-Fi,7,2016,7.1
28876924,Thriller,7,2016,7.1
20207003,Crime,9,2008,6.8
20207003,Drama,9,2008,6.8
20207003,Western,9,2008,6.8
20241395,Action,4,1998,6.1
20241395,Horror,4,1998,6.1
20241395,Thriller,4,1998,6.1
32000000,Horror,6,1960,8.5
32000000,Mystery,6,1960,8.5
32000000,Thriller,6,1960,8.5
19151864,Comedy,9,2008,5.9
19151864,Romance,9,2008,5.9
23393765,Drama,2,2014,6.3
23393765,Romance,2,2014,6.3
18882880,Comedy,5,2007,5.9
18882880,Drama,5,2007,5.9
8500000,Comedy,7,1981,5.4
18252684,Comedy,9,1998,6.9
18252684,Drama,9,1998,6.9
18252684,Family,9,1998,6.9
19661987,Drama,3,2007,7.5
18352454,Adventure,9,2007,8.2
18352454,Biography,9,2007,8.2
18352454,Drama,9,2007,8.2
17803796,Comedy,9,2006,5.9
17529157,Adventure,10,2012,5
17529157,Drama,10,2012,5
17529157,Horror,10,2012,5
17529157,Mystery,10,2012,5
17529157,Thriller,10,2012,5
25753840,Crime,1,1996,7.3
25753840,Fantasy,1,1996,7.3
25753840,Horror,1,1996,7.3
18081626,Animation,2,2005,6.4
18081626,Family,2,2005,6.4
18081626,Fantasy,2,2005,6.4
18081626,Mystery,2,2005,6.4
