gross,genres,month,year,imdb_score
141204016,Thriller,8,2002,5.8
162495848,Adventure,1,2015,6
162495848,Animation,1,2015,6
162495848,Comedy,1,2015,6
162495848,Family,1,2015,6
162495848,Fantasy,1,2015,6
136448821,Crime,11,1996,6.6
136448821,Thriller,11,1996,6.6
120523073,Adventure,5,2009,8.3
120523073,Drama,5,2009,8.3
120523073,War,5,2009,8.3
119654900,Adventure,12,1991,6.7
119654900,Comedy,12,1991,6.7
119654900,Family,12,1991,6.7
119654900,Fantasy,12,1991,6.7
72660029,Action,7,2014,6
72660029,Action,7,2014,6
72660029,Adventure,7,2014,6
72660029,Adventure,7,2014,6
117541000,Action,7,1990,7.1
117541000,Thriller,7,1990,7.1
116643346,Action,8,2003,6
116643346,Adventure,8,2003,6
116643346,Crime,8,2003,6
116643346,Thriller,8,2003,6
100614858,Fantasy,12,2001,6.9
100614858,Mystery,12,2001,6.9
100614858,Romance,12,2001,6.9
100614858,Sci-Fi,12,2001,6.9
100614858,Thriller,12,2001,6.9
42272747,Drama,7,2006,5.6
42272747,Fantasy,7,2006,5.6
42272747,Mystery,7,2006,5.6
42272747,Thriller,7,2006,5.6
80281096,Action,8,2004,5.6
80281096,Horror,8,2004,5.6
80281096,Sci-Fi,8,2004,5.6
80281096,Thriller,8,2004,5.6
219613391,Animation,12,2009,4.5
219613391,Comedy,12,2009,4.5
219613391,Family,12,2009,4.5
219613391,Fantasy,12,2009,4.5
219613391,Music,12,2009,4.5
78120196,Action,2,2002,7.1
78120196,Drama,2,2002,7.1
78120196,History,2,2002,7.1
78120196,War,2,2002,7.1
98895417,Action,3,2013,6.5
98895417,Thriller,3,2013,6.5
70117571,Action,12,1998,6.4
70117571,Adventure,12,1998,6.4
70117571,Sci-Fi,12,1998,6.4
70117571,Thriller,12,1998,6.4
83552429,Action,3,2011,5.8
83552429,Sci-Fi,3,2011,5.8
66257002,Adventure,12,2003,8
66257002,Drama,12,2003,8
66257002,Fantasy,12,2003,8
65012000,Drama,6,1994,6.2
65012000,Horror,6,1994,6.2
65012000,Romance,6,1994,6.2
65012000,Thriller,6,1994,6.2
79883359,Drama,12,2011,7.2
79883359,War,12,2011,7.2
78031620,Drama,2,2014,6.1
78031620,War,2,2014,6.1
54222000,Adventure,8,1989,7.6
54222000,Drama,8,1989,7.6
54222000,Sci-Fi,8,1989,7.6
54222000,Thriller,8,1989,7.6
52474616,Drama,5,2010,6.3
55942830,Action,9,2014,6.3
55942830,Drama,9,2014,6.3
55942830,Fantasy,9,2014,6.3
55942830,Horror,9,2014,6.3
55942830,War,9,2014,6.3
40932372,Action,11,1998,6.3
40932372,Thriller,11,1998,6.3
38345403,Adventure,7,2007,7.7
38345403,Family,7,2007,7.7
38345403,Fantasy,7,2007,7.7
38345403,Romance,7,2007,7.7
37901509,Adventure,9,1997,7
37901509,Biography,9,1997,7
37901509,Drama,9,1997,7
37901509,History,9,1997,7
37901509,War,9,1997,7
48430355,Comedy,1,2011,5.3
48430355,Drama,1,2011,5.3
30157016,Action,4,2002,5.6
30157016,Adventure,4,2002,5.6
30157016,Comedy,4,2002,5.6
30157016,Thriller,4,2002,5.6
28031250,Action,10,2005,5.2
28031250,Adventure,10,2005,5.2
28031250,Horror,10,2005,5.2
28031250,Sci-Fi,10,2005,5.2
33105600,Action,10,2002,5.4
33105600,Adventure,10,2002,5.4
33105600,Comedy,10,2002,5.4
33105600,Thriller,10,2002,5.4
62321039,Action,1,2012,6.4
62321039,Fantasy,1,2012,6.4
62321039,Horror,1,2012,6.4
38509342,Comedy,6,2012,5.9
38509342,Drama,6,2012,5.9
38509342,Musical,6,2012,5.9
38509342,Romance,6,2012,5.9
19076815,Drama,2,2002,6.3
19076815,War,2,2002,6.3
25093607,Action,9,2011,6.5
25093607,Crime,9,2011,6.5
25093607,Thriller,9,2011,6.5
18990542,Action,2,2002,3
18990542,Sci-Fi,2,2002,3
18990542,Sport,2,2002,3
14294842,Action,9,2002,3.6
14294842,Crime,9,2002,3.6
14294842,Sci-Fi,9,2002,3.6
14294842,Thriller,9,2002,3.6
19819494,Action,1,1998,5.8
19819494,Crime,1,1998,5.8
19819494,Drama,1,1998,5.8
19819494,Thriller,1,1998,5.8
13596911,Action,8,2001,6.2
13596911,Adventure,8,2001,6.2
13596911,Animation,8,2001,6.2
13596911,Comedy,8,2001,6.2
13596911,Crime,8,2001,6.2
13596911,Family,8,2001,6.2
13596911,Fantasy,8,2001,6.2
8460990,Adventure,6,2013,5.6
8460990,Animation,6,2013,5.6
8460990,Family,6,2013,5.6
8460990,Fantasy,6,2013,5.6
8460990,Musical,6,2013,5.6
7097125,Action,1,2015,5.4
7097125,Crime,1,2015,5.4
7097125,Drama,1,2015,5.4
7097125,Mystery,1,2015,5.4
7097125,Thriller,1,2015,5.4
37760080,Action,4,2004,6.1
37760080,Adventure,4,2004,6.1
37760080,Mystery,4,2004,6.1
37760080,Sci-Fi,4,2004,6.1
37760080,Thriller,4,2004,6.1
5851188,Crime,3,2006,4.2
5851188,Mystery,3,2006,4.2
5851188,Thriller,3,2006,4.2
25121291,Action,7,2013,6.7
25121291,Crime,7,2013,6.7
25121291,Mystery,7,2013,6.7
25121291,Sci-Fi,7,2013,6.7
25121291,Thriller,7,2013,6.7
18821279,Action,1,2014,4.2
18821279,Adventure,1,2014,4.2
18821279,Fantasy,1,2014,4.2
118471320,Action,5,2002,6.4
118471320,Drama,5,2002,6.4
118471320,Thriller,5,2002,6.4
300523113,Adventure,6,2010,4.9
300523113,Drama,6,2010,4.9
300523113,Fantasy,6,2010,4.9
300523113,Romance,6,2010,4.9
71069884,Crime,7,2001,6.8
71069884,Drama,7,2001,6.8
71069884,Thriller,7,2001,6.8
251501645,Animation,6,2010,7.7
251501645,Comedy,6,2010,7.7
251501645,Family,6,2010,7.7
35324232,Action,NA,1995,5.6
35324232,Comedy,NA,1995,5.6
35324232,Crime,NA,1995,5.6
35324232,Drama,NA,1995,5.6
35324232,Thriller,NA,1995,5.6
81257500,Comedy,6,2015,6.4
617840,Adventure,5,2009,7.2
617840,Drama,5,2009,7.2
617840,History,5,2009,7.2
617840,Romance,5,2009,7.2
29655590,Action,7,1999,6
29655590,Comedy,7,1999,6
29655590,Fantasy,7,1999,6
29655590,Sci-Fi,7,1999,6
45045037,Comedy,2,2011,5.9
45045037,Romance,2,2011,5.9
28965197,Biography,10,1999,7.9
28965197,Drama,10,1999,7.9
28965197,Thriller,10,1999,7.9
27550735,Action,1,2016,6.8
27550735,Drama,1,2016,6.8
27550735,History,1,2016,6.8
27550735,Thriller,1,2016,6.8
39380442,Action,10,2008,7.1
39380442,Drama,10,2008,7.1
39380442,Thriller,10,2008,7.1
72980108,Comedy,7,2010,5.9
37516013,Action,6,2012,5.9
37516013,Fantasy,6,2012,5.9
37516013,Horror,6,2012,5.9
87704396,Action,NA,1999,6.2
87704396,Crime,NA,1999,6.2
87704396,Romance,NA,1999,6.2
87704396,Thriller,NA,1999,6.2
83892374,Drama,6,1998,7
83892374,Mystery,6,1998,7
83892374,Sci-Fi,6,1998,7
83892374,Thriller,6,1998,7
5932060,Action,4,2007,5.4
5932060,Adventure,4,2007,5.4
5932060,Fantasy,4,2007,5.4
5932060,War,4,2007,5.4
216119491,Action,7,1998,8.6
216119491,Drama,7,1998,8.6
216119491,War,7,1998,8.6
43568507,Action,3,2014,6.5
43568507,Crime,3,2014,6.5
43568507,Drama,3,2014,6.5
43568507,Thriller,3,2014,6.5
182805123,Comedy,12,2000,6.4
182805123,Fantasy,12,2000,6.4
182805123,Romance,12,2000,6.4
176387405,Adventure,3,2002,7.6
176387405,Animation,3,2002,7.6
176387405,Comedy,3,2002,7.6
176387405,Family,3,2002,7.6
33685268,Drama,3,2003,5.5
33685268,Horror,3,2003,5.5
33685268,Sci-Fi,3,2003,5.5
33685268,Thriller,3,2003,5.5
182204440,Biography,10,2012,7.4
182204440,Drama,10,2012,7.4
182204440,History,10,2012,7.4
182204440,War,10,2012,7.4
171383253,Action,3,1999,8.7
171383253,Sci-Fi,3,1999,8.7
172071312,Adventure,6,1995,7.6
172071312,Drama,6,1995,7.6
172071312,History,6,1995,7.6
119412921,Action,5,1990,7.5
119412921,Action,5,1990,7.5
119412921,Sci-Fi,5,1990,7.5
119412921,Sci-Fi,5,1990,7.5
139225854,Comedy,10,2002,5.5
139225854,Family,10,2002,5.5
139225854,Fantasy,10,2002,5.5
148775460,Drama,12,2012,7.6
148775460,Musical,12,2012,7.6
148775460,Romance,12,2012,7.6
115731542,Comedy,12,1998,6.5
115731542,Drama,12,1998,6.5
115731542,Romance,12,1998,6.5
100468793,Comedy,7,2008,6.9
93771072,Action,7,1998,6.7
93771072,Adventure,7,1998,6.7
93771072,Comedy,7,1998,6.7
93771072,Romance,7,1998,6.7
93771072,Thriller,7,1998,6.7
93771072,Western,7,1998,6.7
100448498,Comedy,10,2010,6.6
100448498,Drama,10,2010,6.6
115603980,Biography,11,2014,7.2
115603980,Biography,11,2014,7.2
115603980,Drama,11,2014,7.2
115603980,Drama,11,2014,7.2
115603980,Sport,11,2014,7.2
115603980,Sport,11,2014,7.2
115603980,War,11,2014,7.2
115603980,War,11,2014,7.2
90454043,Action,8,2000,6.4
90454043,Adventure,8,2000,6.4
90454043,Thriller,8,2000,6.4
84049211,Action,NA,1993,6.4
84049211,Adventure,NA,1993,6.4
84049211,Thriller,NA,1993,6.4
70450000,Action,2,1996,6
70450000,Crime,2,1996,6
70450000,Thriller,2,1996,6
69688384,Comedy,6,2000,6.1
69688384,Family,6,2000,6.1
69688384,Fantasy,6,2000,6.1
70236496,Drama,8,2006,6
70236496,History,8,2006,6
70236496,Thriller,8,2006,6
63695760,Drama,12,2003,6.4
59617068,Comedy,5,2012,6.4
59617068,Romance,5,2012,6.4
55637680,Drama,7,1999,7.3
55637680,Mystery,7,1999,7.3
55637680,Thriller,7,1999,7.3
85911262,Comedy,12,2014,5.2
85911262,Drama,12,2014,5.2
85911262,Family,12,2014,5.2
85911262,Musical,12,2014,5.2
53846915,Comedy,2,2015,6.6
53846915,Crime,2,2015,6.6
53846915,Drama,2,2015,6.6
53846915,Romance,2,2015,6.6
54758461,Action,1,2012,6.3
54758461,Comedy,1,2012,6.3
54758461,Romance,1,2012,6.3
52397389,Action,12,2004,5.9
52397389,Adventure,12,2004,5.9
52397389,Fantasy,12,2004,5.9
52397389,Horror,12,2004,5.9
52397389,Sci-Fi,12,2004,5.9
52397389,Thriller,12,2004,5.9
38966057,Comedy,3,1998,6.7
38966057,Drama,3,1998,6.7
42345531,Action,9,2012,5.4
42345531,Horror,9,2012,5.4
42345531,Sci-Fi,9,2012,5.4
42345531,Thriller,9,2012,5.4
36064910,Action,8,2008,6.4
36064910,Sci-Fi,8,2008,6.4
36064910,Thriller,8,2008,6.4
33328051,Action,10,1996,6.7
33328051,Crime,10,1996,6.7
33328051,Drama,10,1996,6.7
33328051,Mystery,10,1996,6.7
33328051,Thriller,10,1996,6.7
32598931,Action,12,2000,6.2
32598931,Drama,12,2000,6.2
32598931,Thriller,12,2000,6.2
28045540,Action,11,2005,6.1
28045540,Adventure,11,2005,6.1
28045540,Comedy,11,2005,6.1
28045540,Family,11,2005,6.1
28045540,Fantasy,11,2005,6.1
28045540,Sci-Fi,11,2005,6.1
37023395,Drama,9,1999,8.8
43532294,Drama,12,2006,7.1
43532294,Sport,12,2006,7.1
17218080,Action,5,1991,5.7
17218080,Adventure,5,1991,5.7
17218080,Comedy,5,1991,5.7
10014234,Comedy,10,2000,5
10014234,Crime,10,2000,5
19059018,Action,1,2014,5.1
19059018,Fantasy,1,2014,5.1
19059018,Sci-Fi,1,2014,5.1
19059018,Thriller,1,2014,5.1
1987287,Crime,9,2005,6.9
1987287,Drama,9,2005,6.9
24407944,Action,1,2005,4.8
24407944,Crime,1,2005,4.8
24407944,Fantasy,1,2005,4.8
24407944,Thriller,1,2005,4.8
13750556,Action,8,2014,6.5
13750556,Crime,8,2014,6.5
13750556,Thriller,8,2014,6.5
31054924,Drama,10,1999,5.1
31054924,Mystery,10,1999,5.1
31054924,Romance,10,1999,5.1
43247140,Adventure,9,2015,7.1
43247140,Biography,9,2015,7.1
43247140,Drama,9,2015,7.1
43247140,History,9,2015,7.1
43247140,Sport,9,2015,7.1
43247140,Thriller,9,2015,7.1
2208939,Crime,9,2006,7.5
2208939,Drama,9,2006,7.5
2208939,Fantasy,9,2006,7.5
213079163,Action,7,2002,6.2
213079163,Comedy,7,2002,6.2
213079163,Crime,7,2002,6.2
19548064,Action,10,2009,6.3
19548064,Animation,10,2009,6.3
19548064,Comedy,10,2009,6.3
19548064,Family,10,2009,6.3
19548064,Sci-Fi,10,2009,6.3
356784000,Adventure,6,1993,8.1
356784000,Sci-Fi,6,1993,8.1
356784000,Thriller,6,1993,8.1
25052000,Adventure,6,1994,6.6
25052000,Biography,6,1994,6.6
25052000,Crime,6,1994,6.6
25052000,Drama,6,1994,6.6
25052000,Western,6,1994,6.6
122012710,Action,8,1994,6.9
122012710,Crime,8,1994,6.9
122012710,Drama,8,1994,6.9
122012710,Thriller,8,1994,6.9
72413,Action,2,2015,6.1
72413,Adventure,2,2015,6.1
72413,Drama,2,2015,6.1
72413,History,2,2015,6.1
58255287,Comedy,7,2006,4.3
58255287,Crime,7,2006,4.3
77086030,Action,4,2000,6.6
77086030,War,4,2000,6.6
65000000,Comedy,11,1995,6.8
65000000,Drama,11,1995,6.8
65000000,Romance,11,1995,6.8
32178777,Comedy,6,2008,3.8
32178777,Romance,6,2008,3.8
32178777,Sport,6,2008,3.8
15738632,Action,2,2001,5.9
15738632,Comedy,2,2001,5.9
15738632,Crime,2,2001,5.9
15738632,Thriller,2,2001,5.9
54116191,Crime,12,2015,7.9
54116191,Drama,12,2015,7.9
54116191,Mystery,12,2015,7.9
54116191,Thriller,12,2015,7.9
54116191,Western,12,2015,7.9
118153533,Comedy,3,2007,6.3
118153533,Sport,3,2007,6.3
108012170,Adventure,3,2011,5.5
108012170,Animation,3,2011,5.5
108012170,Comedy,3,2011,5.5
108012170,Family,3,2011,5.5
108012170,Fantasy,3,2011,5.5
210592590,Action,12,2006,7.7
210592590,Drama,12,2006,7.7
210592590,Fantasy,12,2006,7.7
210592590,War,12,2006,7.7
279167575,Comedy,12,2004,6.3
279167575,Romance,12,2004,6.3
143151473,Comedy,12,2008,7.1
143151473,Drama,12,2008,7.1
143151473,Family,12,2008,7.1
136801374,Crime,12,1999,8.5
136801374,Drama,12,1999,8.5
136801374,Fantasy,12,1999,8.5
136801374,Mystery,12,1999,8.5
168213584,Action,2,2007,5.9
168213584,Adventure,2,2007,5.9
168213584,Comedy,2,2007,5.9
135381507,Adventure,10,2005,5.8
135381507,Animation,10,2005,5.8
135381507,Comedy,10,2005,5.8
135381507,Family,10,2005,5.8
135381507,Sci-Fi,10,2005,5.8
167735396,Crime,9,2014,8.1
167735396,Drama,9,2014,8.1
167735396,Mystery,9,2014,8.1
167735396,Thriller,9,2014,8.1
121468960,Action,6,2002,7.9
121468960,Mystery,6,2002,7.9
121468960,Thriller,6,2002,7.9
106635996,Action,11,1995,7.2
106635996,Adventure,11,1995,7.2
106635996,Thriller,11,1995,7.2
102678089,Drama,6,1999,6.3
102678089,Mystery,6,1999,6.3
102678089,Thriller,6,1999,6.3
125603360,Comedy,NA,1998,8.1
125603360,Drama,NA,1998,8.1
125603360,Sci-Fi,NA,1998,8.1
101217900,Adventure,12,1998,7
101217900,Animation,12,1998,7
101217900,Biography,12,1998,7
101217900,Drama,12,1998,7
101217900,Family,12,1998,7
101217900,Fantasy,12,1998,7
101217900,Musical,12,1998,7
104148781,Comedy,5,2003,5.5
104148781,Family,5,2003,5.5
75573300,Action,7,2013,6.7
75573300,Comedy,7,2013,6.7
75573300,Crime,7,2013,6.7
75573300,Drama,7,2013,6.7
75573300,Thriller,7,2013,6.7
93375151,Action,6,2001,5.2
93375151,Comedy,6,2001,5.2
93375151,Family,6,2001,5.2
93375151,Fantasy,6,2001,5.2
106126012,Action,5,2003,7
106126012,Crime,5,2003,7
106126012,Thriller,5,2003,7
93307796,Comedy,12,2002,6.1
93307796,Romance,12,2002,6.1
90646554,Adventure,9,1998,6.6
90646554,Animation,9,1998,6.6
90646554,Comedy,9,1998,6.6
90646554,Family,9,1998,6.6
109176215,Comedy,10,2009,5.5
82670733,Action,6,1990,5.9
82670733,Drama,6,1990,5.9
82670733,Sport,6,1990,5.9
82569532,Adventure,12,2005,5.4
82569532,Comedy,12,2005,5.4
82569532,Family,12,2005,5.4
81687587,Action,9,2015,6.4
81687587,Sci-Fi,9,2015,6.4
81687587,Thriller,9,2015,6.4
80574010,Drama,8,2010,5.7
80574010,Romance,8,2010,5.7
75764085,Comedy,12,2000,6.7
75764085,Drama,12,2000,6.7
75764085,Fantasy,12,2000,6.7
75764085,Romance,12,2000,6.7
90356857,Action,9,2010,7.1
90356857,Comedy,9,2010,7.1
90356857,Crime,9,2010,7.1
90356857,Thriller,9,2010,7.1
75530832,Drama,12,1999,6.8
75530832,Sport,12,1999,6.8
75370763,Drama,5,1998,6.5
75370763,Romance,5,1998,6.5
75370763,Western,5,1998,6.5
100003492,Crime,8,2004,7.6
100003492,Drama,8,2004,7.6
100003492,Thriller,8,2004,7.6
90341670,Action,4,2002,5.5
90341670,Adventure,4,2002,5.5
90341670,Fantasy,4,2002,5.5
90341670,Thriller,4,2002,5.5
74540762,Action,9,2004,6.5
74540762,Drama,9,2004,6.5
74540762,Thriller,9,2004,6.5
80033643,Action,12,2012,7
80033643,Action,12,2012,7
80033643,Crime,12,2012,7
80033643,Crime,12,2012,7
80033643,Mystery,12,2012,7
80033643,Mystery,12,2012,7
80033643,Thriller,12,2012,7
80033643,Thriller,12,2012,7
73648142,Action,7,1999,5.8
73648142,Sci-Fi,7,1999,5.8
73648142,Thriller,7,1999,5.8
71844424,Documentary,10,2009,7.3
71844424,Music,10,2009,7.3
75638743,Drama,9,2011,6.6
75638743,Thriller,9,2011,6.6
66734992,Action,1,2003,4.4
66734992,Adventure,1,2003,4.4
66734992,Comedy,1,2003,4.4
66734992,Crime,1,2003,4.4
75280058,Animation,2,2009,7.7
75280058,Family,2,2009,7.7
75280058,Fantasy,2,2009,7.7
64505912,Sci-Fi,6,2008,5
64505912,Thriller,6,2008,5
77862546,Action,4,2004,7.7
77862546,Crime,4,2004,7.7
77862546,Drama,4,2004,7.7
77862546,Thriller,4,2004,7.7
61112916,Comedy,3,2006,4.4
61112916,Family,3,2006,4.4
61112916,Fantasy,3,2006,4.4
88200225,Comedy,2,2004,6.1
88200225,Crime,2,2004,6.1
60573641,Comedy,11,1996,5.4
60573641,Family,11,1996,5.4
59035104,Action,3,2004,6.8
59035104,Fantasy,3,2004,6.8
59035104,Horror,3,2004,6.8
59035104,Sci-Fi,3,2004,6.8
56702901,Drama,12,1998,6.5
55994557,Adventure,8,2012,7
55994557,Animation,8,2012,7
55994557,Comedy,8,2012,7
55994557,Family,8,2012,7
55994557,Fantasy,8,2012,7
54910560,Action,11,1997,6.3
54910560,Adventure,11,1997,6.3
54910560,Crime,11,1997,6.3
54910560,Thriller,11,1997,6.3
53789313,Action,12,2003,6.3
53789313,Mystery,12,2003,6.3
53789313,Sci-Fi,12,2003,6.3
53789313,Thriller,12,2003,6.3
51045801,Drama,3,1996,6.1
51045801,Romance,3,1996,6.1
50818750,Adventure,12,2008,6.1
50818750,Animation,12,2008,6.1
50818750,Comedy,12,2008,6.1
50818750,Family,12,2008,6.1
50818750,Fantasy,12,2008,6.1
50189179,Action,9,2002,5.3
50189179,Comedy,9,2002,5.3
50189179,Sci-Fi,9,2002,5.3
50024083,Action,7,1995,5.4
50024083,Thriller,7,1995,5.4
50549107,Action,1,2014,6.2
50549107,Drama,1,2014,6.2
50549107,Thriller,1,2014,6.2
56443482,Biography,12,2015,6.6
56443482,Comedy,12,2015,6.6
56443482,Drama,12,2015,6.6
62401264,Action,3,2016,5.9
62401264,Crime,3,2016,5.9
62401264,Drama,3,2016,5.9
62401264,Thriller,3,2016,5.9
47748610,Action,11,1997,6.3
47748610,Horror,11,1997,6.3
47748610,Sci-Fi,11,1997,6.3
46975183,Action,3,2007,7.2
46975183,Crime,3,2007,7.2
46975183,Drama,3,2007,7.2
46975183,Mystery,3,2007,7.2
46975183,Thriller,3,2007,7.2
50807639,Adventure,8,2014,6.8
50807639,Animation,8,2014,6.8
50807639,Comedy,8,2014,6.8
50807639,Family,8,2014,6.8
50807639,Fantasy,8,2014,6.8
46611204,Comedy,10,1998,6.1
46611204,Drama,10,1998,6.1
46611204,Fantasy,10,1998,6.1
46611204,Romance,10,1998,6.1
257756197,Action,2,2014,7.8
257756197,Adventure,2,2014,7.8
257756197,Animation,2,2014,7.8
257756197,Comedy,2,2014,7.8
257756197,Family,2,2014,7.8
257756197,Fantasy,2,2014,7.8
48472213,Action,3,2005,5
48472213,Comedy,3,2005,5
48472213,Crime,3,2005,5
43060566,Action,7,2002,6.2
43060566,Adventure,7,2002,6.2
43060566,Fantasy,7,2002,6.2
43060566,Sci-Fi,7,2002,6.2
43060566,Thriller,7,2002,6.2
45996718,Action,1,2013,6.7
45996718,Crime,1,2013,6.7
45996718,Drama,1,2013,6.7
45996718,Thriller,1,2013,6.7
43337279,Adventure,6,2009,4.9
43337279,Comedy,6,2009,4.9
37479778,Biography,12,2009,7.4
37479778,Drama,12,2009,7.4
37479778,History,12,2009,7.4
37479778,Sport,12,2009,7.4
36965395,Crime,4,2009,7.1
36965395,Drama,4,2009,7.1
36965395,Mystery,4,2009,7.1
36965395,Thriller,4,2009,7.1
40559930,Comedy,3,2009,6.2
40559930,Crime,3,2009,6.2
40559930,Romance,3,2009,6.2
40559930,Thriller,3,2009,6.2
36830057,Comedy,2,1999,4.9
36830057,Family,2,1999,4.9
36830057,Sci-Fi,2,1999,4.9
36279230,Action,4,2006,6.1
36279230,Crime,4,2006,6.1
36279230,Thriller,4,2006,6.1
42194060,Adventure,11,2009,6.1
42194060,Animation,11,2009,6.1
42194060,Comedy,11,2009,6.1
42194060,Family,11,2009,6.1
42194060,Sci-Fi,11,2009,6.1
43119879,Action,12,2002,6.4
43119879,Adventure,12,2002,6.4
43119879,Sci-Fi,12,2002,6.4
43119879,Thriller,12,2002,6.4
35096190,Comedy,9,2003,6.3
35096190,Crime,9,2003,6.3
35096190,Romance,9,2003,6.3
35754555,Drama,9,2012,6.8
35754555,Sport,9,2012,6.8
43290977,Crime,1,2010,6.6
43290977,Drama,1,2010,6.6
43290977,Mystery,1,2010,6.6
43290977,Thriller,1,2010,6.6
33927476,Horror,1,1997,5.7
33927476,Mystery,1,1997,5.7
33927476,Sci-Fi,1,1997,5.7
33927476,Thriller,1,1997,5.7
32122249,Comedy,12,2002,5.9
32122249,Crime,12,2002,5.9
40076438,Action,9,2008,6
40076438,Crime,9,2008,6
40076438,Drama,9,2008,6
40076438,Mystery,9,2008,6
40076438,Thriller,9,2008,6
32940507,Action,4,1998,6.1
32940507,Action,4,1998,6.1
32940507,Crime,4,1998,6.1
32940507,Crime,4,1998,6.1
32940507,Drama,4,1998,6.1
32940507,Drama,4,1998,6.1
32940507,Thriller,4,1998,6.1
32940507,Thriller,4,1998,6.1
31670931,Biography,4,2009,6.7
31670931,Drama,4,2009,6.7
31670931,Music,4,2009,6.7
30695227,Drama,10,2000,6.7
30695227,Fantasy,10,2000,6.7
30695227,Sport,10,2000,6.7
32522352,Adventure,9,2000,7.9
32522352,Comedy,9,2000,7.9
32522352,Drama,9,2000,7.9
32522352,Music,9,2000,7.9
28424210,Animation,6,2006,5
28424210,Comedy,6,2006,5
28424210,Family,6,2006,5
28424210,Fantasy,6,2006,5
26082914,Action,4,2005,4.3
26082914,Adventure,4,2005,4.3
26082914,Crime,4,2005,4.3
26082914,Thriller,4,2005,4.3
29136626,Action,NA,2011,5.7
29136626,Fantasy,NA,2011,5.7
29136626,Horror,NA,2011,5.7
29136626,Sci-Fi,NA,2011,5.7
29136626,Thriller,NA,2011,5.7
26288320,Adventure,6,2003,6.7
26288320,Animation,6,2003,6.7
26288320,Comedy,6,2003,6.7
26288320,Drama,6,2003,6.7
26288320,Family,6,2003,6.7
26288320,Fantasy,6,2003,6.7
26288320,Romance,6,2003,6.7
26616590,Horror,8,1997,6.7
26616590,Sci-Fi,8,1997,6.7
26616590,Thriller,8,1997,6.7
623279547,Action,4,2012,8.1
623279547,Action,4,2012,8.1
623279547,Adventure,4,2012,8.1
623279547,Adventure,4,2012,8.1
623279547,Sci-Fi,4,2012,8.1
623279547,Sci-Fi,4,2012,8.1
30063805,Drama,2,2002,6.1
30063805,Fantasy,2,2002,6.1
30063805,Mystery,2,2002,6.1
30063805,Romance,2,2002,6.1
30063805,Thriller,2,2002,6.1
22518325,Crime,8,2006,5.6
22518325,Drama,8,2006,5.6
22518325,Mystery,8,2006,5.6
22518325,Thriller,8,2006,5.6
13082288,Action,9,2006,6.6
13082288,Adventure,9,2006,6.6
13082288,Drama,9,2006,6.6
13082288,History,9,2006,6.6
13082288,Romance,9,2006,6.6
13082288,War,9,2006,6.6
18208078,Action,10,2001,6.9
18208078,Drama,10,2001,6.9
18208078,Thriller,10,2001,6.9
14218868,Horror,1,2000,4.8
14218868,Sci-Fi,1,2000,4.8
14218868,Thriller,1,2000,4.8
22451,Drama,2,2014,6.2
22451,Fantasy,2,2014,6.2
22451,Mystery,2,2014,6.2
22451,Romance,2,2014,6.2
31165421,Fantasy,8,2013,6
31165421,Horror,8,2013,6
31165421,Mystery,8,2013,6
31165421,Romance,8,2013,6
11802056,Adventure,7,2008,4.9
11802056,Comedy,7,2008,4.9
11802056,Family,7,2008,4.9
11802056,Romance,7,2008,4.9
11802056,Sci-Fi,7,2008,4.9
25472967,Drama,6,2005,5.6
25472967,Horror,6,2005,5.6
25472967,Thriller,6,2005,5.6
22362500,Comedy,NA,1999,6.1
22362500,Drama,NA,1999,6.1
17281832,Adventure,12,2008,6.1
17281832,Family,12,2008,6.1
17281832,Fantasy,12,2008,6.1
19781879,Action,12,2008,4.8
19781879,Crime,12,2008,4.8
19781879,Fantasy,12,2008,4.8
19781879,Thriller,12,2008,4.8
7605668,Action,1,2015,5.5
7605668,Comedy,1,2015,5.5
7605668,Mystery,1,2015,5.5
7605668,Romance,1,2015,5.5
4535117,Action,4,2007,3.8
4535117,Adventure,4,2007,3.8
4535117,Fantasy,4,2007,3.8
4535117,Thriller,4,2007,3.8
4426297,Adventure,10,2003,6.5
4426297,Drama,10,2003,6.5
4426297,Romance,10,2003,6.5
4426297,War,10,2003,6.5
10166502,Action,8,2005,6.7
10166502,Drama,8,2005,6.7
10166502,War,8,2005,6.7
363024263,Action,1,2016,8.1
363024263,Adventure,1,2016,8.1
363024263,Comedy,1,2016,8.1
363024263,Romance,1,2016,8.1
363024263,Sci-Fi,1,2016,8.1
12065985,Comedy,10,1998,4.9
12065985,Drama,10,1998,4.9
350123553,Action,11,2014,7.3
350123553,Biography,11,2014,7.3
350123553,Drama,11,2014,7.3
350123553,History,11,2014,7.3
350123553,Thriller,11,2014,7.3
350123553,War,11,2014,7.3
80021740,Adventure,10,2015,6.4
80021740,Adventure,10,2015,6.4
80021740,Comedy,10,2015,6.4
80021740,Comedy,10,2015,6.4
80021740,Family,10,2015,6.4
80021740,Family,10,2015,6.4
80021740,Fantasy,10,2015,6.4
80021740,Fantasy,10,2015,6.4
80021740,Horror,10,2015,6.4
80021740,Horror,10,2015,6.4
48291624,Comedy,9,2005,6.7
48291624,Fantasy,9,2005,6.7
48291624,Romance,9,2005,6.7
35231365,Comedy,4,2000,3.6
35231365,Family,4,2000,3.6
35231365,Romance,4,2000,3.6
35231365,Sci-Fi,4,2000,3.6
53715611,Action,5,1988,5.7
53715611,Adventure,5,1988,5.7
